BLOCKSIZE;CPU_TIME;GPU_CALCULATION;GPU_TOTAL
598;5.930633;0.230435;4.471725
599;6.257022;0.230246;4.459277
600;6.149538;0.230320;4.438109
601;6.258646;0.230461;4.496825
602;5.950777;0.230451;4.511456
603;5.929039;0.230301;4.417913
604;5.950386;0.230426;4.442883
605;5.881837;0.230496;4.467440
606;5.897771;0.230272;4.563750
607;6.211022;0.230330;4.527127
608;5.894012;0.230378;4.492135
609;5.928318;0.242237;4.492819
610;5.958473;0.242214;4.563866
611;5.967402;0.242118;4.574361
612;5.970620;0.242166;4.467319
613;5.889143;0.242134;4.484128
614;5.882348;0.242042;4.458560
615;5.906580;0.242198;4.614861
616;5.924379;0.242128;4.507536
617;5.912713;0.242163;4.582592
618;6.372293;0.258406;4.499082
619;5.927025;0.242240;4.472262
620;5.978226;0.242262;4.502580
621;5.919809;0.242454;4.447133
622;5.896117;0.242205;4.599261
623;6.295596;0.242307;4.489558
624;5.899095;0.242099;4.440221
625;5.915239;0.242282;4.462297
626;5.868337;0.256998;4.561488
627;5.909467;0.242096;4.743005
628;5.976272;0.242160;4.558438
629;6.107266;0.242144;4.507760
630;5.892780;0.242256;4.459427
631;6.014635;0.242278;4.518349
632;5.914999;0.242384;4.662275
633;5.934030;0.242154;4.516275
634;5.921794;0.242349;4.465078
635;5.965749;0.242218;4.536323
636;5.991094;0.242176;4.587428
637;5.945846;0.242250;4.445575
638;5.905378;0.242173;4.542807
639;5.954805;0.241971;4.448624
640;5.884242;0.209661;4.493629
641;5.915720;0.204262;4.496720
642;5.946838;0.204602;4.460918
643;5.924560;0.204438;4.451571
644;6.032254;0.204666;4.556656
645;5.911241;0.204691;4.427363
646;5.874171;0.204458;4.474013
647;5.923326;0.235229;4.554851
648;5.911421;0.204349;4.462822
649;5.995002;0.204339;4.517882
650;5.950626;0.204406;4.449244
651;5.990914;0.204426;4.421379
652;5.918757;0.204435;4.522492
653;5.912292;0.204470;4.493408
654;5.932707;0.204195;4.450403
655;5.891006;0.204502;4.462314
656;5.962532;0.204458;4.467622
657;5.952159;0.204554;4.495318
658;5.995063;0.204986;4.459859
659;5.896237;0.204448;4.406390
660;5.915841;0.204358;4.412173
661;5.982886;0.204365;4.520992
662;6.167728;0.251824;4.711799
663;5.896930;0.204429;4.611619
664;5.916622;0.204336;4.520426
665;5.930693;0.204355;4.506704
666;5.936706;0.204474;4.441795
667;5.916953;0.204352;4.436189
668;5.895035;0.204490;4.454352
669;5.963855;0.204506;4.543232
670;6.090340;0.220045;4.540128
671;5.883310;0.220173;4.507180
672;5.884693;0.204394;4.528067
673;6.059793;0.218675;4.514416
674;5.952610;0.218755;4.492989
675;5.922185;0.218544;4.418662
676;5.904716;0.218755;4.476422
677;5.891458;0.218627;4.433120
678;6.072661;0.218653;4.498135
679;5.902371;0.218768;4.478189
680;5.888692;0.218784;4.533549
681;5.939382;0.218653;4.448796
682;5.941426;0.218912;4.493418
683;5.939171;0.218854;4.440848
684;5.899605;0.218877;4.481997
685;6.205220;0.218685;4.452074
686;6.337057;0.218880;4.469837
687;5.911451;0.218570;4.450294
688;5.909346;0.218576;4.445981
689;5.886888;0.218774;4.524041
690;5.960457;0.218893;4.543239
691;5.911090;0.218774;4.454730
692;5.921252;0.218803;4.507926
693;5.933820;0.218726;4.446323
694;5.951438;0.218896;4.472867
695;5.885654;0.218717;4.448278
696;5.906881;0.218512;4.636406
697;5.896539;0.218570;4.450982
698;5.888000;0.218749;4.505645
699;5.912233;0.218838;4.453831
700;5.946507;0.218646;4.538208
701;5.988899;0.218976;4.448736
702;5.884663;0.218768;4.466528
703;5.886346;0.219101;4.410573
704;6.109912;0.218554;4.478826
705;5.914878;0.227389;4.548032
706;5.911571;0.241085;4.493552
707;5.911631;0.271798;4.599024
708;5.891037;0.242829;4.490829
709;5.914277;0.227376;4.488186
710;5.977655;0.227229;4.479216
711;5.986554;0.227283;4.448522
712;5.920801;0.227296;4.457453
713;5.898432;0.227283;4.577802
714;5.871915;0.227312;4.448745
715;5.937247;0.227286;4.476361
716;5.891307;0.227453;4.582384
717;5.901890;0.227238;4.579831
718;5.913345;0.227341;4.513203
719;5.938570;0.227306;4.421997
720;5.957271;0.227475;4.434215
721;5.927566;0.227568;4.526359
722;6.050203;0.227466;4.609910
723;5.935503;0.227235;4.448413
724;5.884632;0.227379;4.413594
725;5.880934;0.227331;4.462746
726;5.917524;0.227293;4.530970
727;5.982766;0.227168;4.465945
728;5.966381;0.227421;4.529910
729;5.876636;0.227251;4.435648
730;5.894313;0.227331;4.494720
731;5.929039;0.227334;4.705939
732;5.912112;0.227398;4.505782
733;5.884994;0.227299;4.534749
734;5.943200;0.227974;4.441146
735;6.027984;0.227306;4.476064
736;5.964577;0.227360;4.437888
737;5.912323;0.234643;4.496672
738;6.020167;0.234218;4.538224
739;5.894223;0.234413;4.609258
740;5.899064;0.234566;4.454010
741;5.898072;0.234515;4.428947
742;5.904686;0.234534;4.518567
743;5.938028;0.234438;4.582902
744;5.941005;0.234438;4.453366
745;5.962232;0.234326;4.474713
746;5.934631;0.234448;4.443958
747;5.948281;0.234541;4.501747
748;5.889142;0.234438;4.605494
749;6.252452;0.234368;4.458371
750;5.885173;0.234643;4.432890
751;6.175274;0.258502;4.481462
752;5.895847;0.234342;4.493942
753;5.907001;0.234317;4.555945
754;5.960397;0.234294;4.468160
755;5.926423;0.234390;4.422118
756;6.181468;0.234464;4.573222
757;5.940464;0.234576;4.475190
758;5.929039;0.234467;4.447219
759;6.037214;0.234506;4.445021
760;5.886948;0.234534;4.468285
761;6.426621;0.234557;4.566105
762;5.893411;0.234582;4.497651
763;5.949844;0.234624;4.572835
764;5.899875;0.248640;4.593760
765;5.897621;0.234410;4.563693
766;5.914126;0.256781;4.635188
767;5.904115;0.265440;4.672551
768;6.007360;0.234704;4.464135
769;5.952761;0.251952;4.459341
770;6.147464;0.251971;4.555440
771;5.998610;0.251725;4.498899
772;5.875613;0.251782;4.485879
